"읍부","계","55~59세",1424
"읍부","계","60~64세",1576
"면부","계","50~54세",506
"면부","계","55~59세",838
"면부","계","60~64세",1106
"동부","계","50~54세",9646
"동부","계","55~59세",18477
"동부","계","60~64세",25009
"중구","계","50~54세",264
"중구","계","55~59세",539
"중구","계","60~64세",810
"동구","계","50~54세",1300
"동구","계","55~59세",2865
"동구","계","60~64세",4255
"서구","계","50~54세",811
"서구","계","55~59세",1698
"서구","계","60~64세",2601
"남구","계","50~54세",572
"남구","계","55~59세",1186
"남구","계","60~64세",1812
"북구","계","50~54세",1842
"북구","계","55~59세",3607
"북구","계","60~64세",4629
"수성구","계","50~54세",2133
"수성구","계","55~59세",3581
"수성구","계","60~64세",4540
"달서구","계","50~54세",2724
"달서구","계","55~59세",5001
"달서구","계","60~64세",6362
"달성군","계","50~54세",1306
"달성군","계","55~59세",2262
"달성군","계","60~64세",2682
"인천광역시","계","50~54세",12089
"인천광역시","계","55~59세",21027
"인천광역시","계","60~64세",25731
"읍부","계","50~54세",117
"읍부","계","55~59세",240
"읍부","계","60~64세",311
"면부","계","50~54세",414
"면부","계","55~59세",940
"면부","계","60~64세",1259
"동부","계","50~54세",11558
"동부","계","55~59세",19847
"동부","계","60~64세",24161
"중구","계","50~54세",558
"중구","계","55~59세",848
"중구","계","60~64세",1115
"동구","계","50~54세",224
"동구","계","55~59세",477
"동구","계","60~64세",758
"남구","계","50~54세",1524
"남구","계","55~59세",2869
"남구","계","60~64세",3907
"연수구","계","50~54세",1459
"연수구","계","55~59세",2235
"연수구","계","60~64세",2598
"남동구","계","50~54세",2181
"남동구","계","55~59세",3936
"남동구","계","60~64세",4638
"부평구","계","50~54세",2024
"부평구","계","55~59세",3412
"부평구","계","60~64세",4419
"계양구","계","50~54세",1402
"계양구","계","55~59세",2453
"계양구","계","60~64세",2635
"서구","계","50~54세",2186
"서구","계","55~59세",3617
"서구","계","60~64세",4091
"강화군","계","50~54세",404
"강화군","계","55~59세",938
"강화군","계","60~64세",1257
"옹진군","계","50~54세",127
"옹진군","계","55~59세",242
"옹진군","계","60~64세",313
"광주광역시","계","50~54세",6823
"광주광역시","계","55~59세",11574
"광주광역시","계","60~64세",13253
"동구","계","50~54세",397
"동구","계","55~59세",840
"동구","계","60~64세",1147
"서구","계","50~54세",1468
"서구","계","55~59세",2426
"서구","계","60~64세",2946
"남구","계","50~54세",900
"남구","계","55~59세",1808
"남구","계","60~64세",2269
"북구","계","50~54세",2114
"북구","계","55~59세",3748
"북구","계","60~64세",4290
"광산구","계","50~54세",1944
"광산구","계","55~59세",2752
"광산구","계","60~64세",2601
"대전광역시","계","50~54세",6889
"대전광역시","계","55~59세",12539
"대전광역시","계","60~64세",15578
"동구","계","50~54세",900
"동구","계","55~59세",1942
"동구","계","60~64세",2629
"중구","계","50~54세",935
"중구","계","55~59세",1876
"중구","계","60~64세",2714
"서구","계","50~54세",2192
"서구","계","55~59세",3861
"서구","계","60~64세",4786
"유성구","계","50~54세",1955
"유성구","계","55~59세",3118
"유성구","계","60~64세",3314
"대덕구","계","50~54세",907
"대덕구","계","55~59세",1742
"대덕구","계","60~64세",2135
"울산광역시","계","50~54세",7573
"울산광역시","계","55~59세",12286
"울산광역시","계","60~64세",14005
"읍부","계","50~54세",1027
"읍부","계","55~59세",1405
"읍부","계","60~64세",1521
"면부","계","50~54세",495
"면부","계","55~59세",869
"면부","계","60~64세",1148
"동부","계","50~54세",6051
"동부","계","55~59세",10012
"동부","계","60~64세",11336
"중구","계","50~54세",1525
"중구","계","55~59세",2426
"중구","계","60~64세",2997
"남구","계","50~54세",2213
"남구","계","55~59세",3506
"남구","계","60~64세",3993
"동구","계","50~54세",886
"동구","계","55~59세",2049
"동구","계","60~64세",2459
"북구","계","50~54세",1427
"북구","계","55~59세",2031
"북구","계","60~64세",1887
"울주군","계","50~54세",1522
"울주군","계","55~59세",2274
"울주군","계","60~64세",2669
"세종특별자치시","계","50~54세",1259
"세종특별자치시","계","55~59세",2113
"세종특별자치시","계","60~64세",2263
"읍부","계","50~54세",192
"읍부","계","55~59세",378
"읍부","계","60~64세",446
"면부","계","50~54세",269
"면부","계","55~59세",552
"면부","계","60~64세",707
"동부","계","50~54세",798
"동부","계","55~59세",1183
"동부","계","60~64세",1110
"세종시","계","50~54세",1259
"세종시","계","55~59세",2113
"세종시","계","60~64세",2263
"경기도","계","50~54세",52216
"경기도","계","55~59세",84775
"경기도","계","60~64세",104201
"읍부","계","50~54세",6280
"읍부","계","55~59세",10488
"읍부","계","60~64세",12470
"면부","계","50~54세",4392
"면부","계","55~59세",9226
"면부","계","60~64세",12024
"동부","계","50~54세",41544
"동부","계","55~59세",65061
"동부","계","60~64세",79707
"수원시","계","50~54세",4207
"수원시","계","55~59세",6350
"수원시","계","60~64세",7747
"장안구","계","50~54세",1076
"장안구","계","55~59세",1523
"장안구","계","60~64세",2020
"권선구","계","50~54세",1279
"권선구","계","55~59세",2111
"권선구","계","60~64세",2606
"팔달구","계","50~54세",704
"팔달구","계","55~59세",1203
"팔달구","계","60~64세",1477
"영통구","계","50~54세",1148
"영통구","계","55~59세",1513
"영통구","계","60~64세",1644
"성남시","계","50~54세",3505
"성남시","계","55~59세",5382
"성남시","계","60~64세",7153
"수정구","계","50~54세",884
"수정구","계","55~59세",1496
"수정구","계","60~64세",2002
"중원구","계","50~54세",811
"중원구","계","55~59세",1457
"중원구","계","60~64세",1902
"분당구","계","50~54세",1810
"분당구","계","55~59세",2429
"분당구","계","60~64세",3249
"의정부시","계","50~54세",1697
"의정부시","계","55~59세",2908
"의정부시","계","60~64세",3748
"안양시","계","50~54세",1888
"안양시","계","55~59세",3408
"안양시","계","60~64세",4911
"만안구","계","50~54세",828
"만안구","계","55~59세",1639
"만안구","계","60~64세",2377
"동안구","계","50~54세",1060
"동안구","계","55~59세",1769
"동안구","계","60~64세",2534
"부천시","계","50~54세",3124
"부천시","계","55~59세",5450
"부천시","계","60~64세",7202
"광명시","계","50~54세",1075
"광명시","계","55~59세",1847
"광명시","계","60~64세",2721
"평택시","계","50~54세",2196
"평택시","계","55~59세",3561
"평택시","계","60~64세",3855
"동두천시","계","50~54세",438
"동두천시","계","55~59세",813
"동두천시","계","60~64세",956
"안산시","계","50~54세",3099
"안산시","계","55~59세",4726
"안산시","계","60~64세",4832
"상록구","계","50~54세",1520
"상록구","계","55~59세",2403
"상록구","계","60~64세",2541
"단원구","계","50~54세",1579
"단원구","계","55~59세",2323
"단원구","계","60~64세",2291
"고양시","계","50~54세",4447
"고양시","계","55~59세",6316
"고양시","계","60~64세",7457
"덕양구","계","50~54세",1852
"덕양구","계","55~59세",2823
"덕양구","계","60~64세",3490
"일산동구","계","50~54세",1328
"일산동구","계","55~59세",1821
"일산동구","계","60~64세",2076
"일산서구","계","50~54세",1267
"일산서구","계","55~59세",1672
"일산서구","계","60~64세",1891
"과천시","계","50~54세",229
"과천시","계","55~59세",307
"과천시","계","60~64세",423
"구리시","계","50~54세",741
"구리시","계","55~59세",1244
"구리시","계","60~64세",1503
"남양주시","계","50~54세",2798
"남양주시","계","55~59세",4605
"남양주시","계","60~64세",5870
"오산시","계","50~54세",778
"오산시","계","55~59세",1364
"오산시","계","60~64세",1350
"시흥시","계","50~54세",2167
"시흥시","계","55~59세",3139
"시흥시","계","60~64세",2934
"군포시","계","50~54세",957
"군포시","계","55~59세",1683
"군포시","계","60~64세",2169
"의왕시","계","50~54세",599
"의왕시","계","55~59세",1126
"의왕시","계","60~64세",1470
"하남시","계","50~54세",992
"하남시","계","55~59세",1749
"하남시","계","60~64세",2341
"용인시","계","50~54세",3763
"용인시","계","55~59세",5216
"용인시","계","60~64세",6934
"처인구","계","50~54세",1014
"처인구","계","55~59세",1754
"처인구","계","60~64세",2080
"기흥구","계","50~54세",1554
"기흥구","계","55~59세",1955
"기흥구","계","60~64세",2692
"수지구","계","50~54세",1195
"수지구","계","55~59세",1507
"수지구","계","60~64세",2162
"파주시","계","50~54세",1854
"파주시","계","55~59세",2910
"파주시","계","60~64세",3538
"이천시","계","50~54세",1055
"이천시","계","55~59세",1931
"이천시","계","60~64세",2165
"안성시","계","50~54세",881
"안성시","계","55~59세",1670
"안성시","계","60~64세",2067
"김포시","계","50~54세",1766
"김포시","계","55~59세",2734
"김포시","계","60~64세",3330
"화성시","계","50~54세",2807
"화성시","계","55~59세",4485
"화성시","계","60~64세",4840
"광주시","계","50~54세",1583
"광주시","계","55~59세",2843
"광주시","계","60~64세",3516
"양주시","계","50~54세",1010
"양주시","계","55~59세",1807
"양주시","계","60~64세",2273
"포천시","계","50~54세",911
"포천시","계","55~59세",1719
"포천시","계","60~64세",1985
"여주시","계","50~54세",571
"여주시","계","55~59세",1157
"여주시","계","60~64세",1493
"연천군","계","50~54세",203
"연천군","계","55~59세",458
"연천군","계","60~64세",658
"가평군","계","50~54세",329
"가평군","계","55~59세",656
"가평군","계","60~64세",988
"양평군","계","50~54세",546
"양평군","계","55~59세",1211
"양평군","계","60~64세",1772
"강원도","계","50~54세",9453
"강원도","계","55~59세",17793
"강원도","계","60~64세",21928
"읍부","계","50~54세",1642
"읍부","계","55~59세",3117
"읍부","계","60~64세",3813
"면부","계","50~54세",2166
"면부","계","55~59세",4907
"면부","계","60~64세",6720
"동부","계","50~54세",5645
"동부","계","55~59세",9769
"동부","계","60~64세",11395
"춘천시","계","50~54세",1262
"춘천시","계","55~59세",2494
"춘천시","계","60~64세",3251
"원주시","계","50~54세",2004
"원주시","계","55~59세",3474
"원주시","계","60~64세",3894
"강릉시","계","50~54세",1369
"강릉시","계","55~59세",2487
"강릉시","계","60~64세",3078
"동해시","계","50~54세",694
"동해시","계","55~59세",1147
"동해시","계","60~64세",1400
"태백시","계","50~54세",322
"태백시","계","55~59세",640
"태백시","계","60~64세",809
"속초시","계","50~54세",666
"속초시","계","55~59세",1064
"속초시","계","60~64세",1121
"삼척시","계","50~54세",520
"삼척시","계","55~59세",926
"삼척시","계","60~64세",1105
"홍천군","계","50~54세",447
"홍천군","계","55~59세",963
"홍천군","계","60~64세",1349
"횡성군","계","50~54세",311
"횡성군","계","55~59세",707
"횡성군","계","60~64세",915
"영월군","계","50~54세",285
"영월군","계","55~59세",593
"영월군","계","60~64세",778
"평창군","계","50~54세",266
"평창군","계","55~59세",659
"평창군","계","60~64세",798
"정선군","계","50~54세",263
"정선군","계","55~59세",576
"정선군","계","60~64세",697
"철원군","계","50~54세",252
"철원군","계","55~59세",500
"철원군","계","60~64세",663
"화천군","계","50~54세",137
"화천군","계","55~59세",238
"화천군","계","60~64세",346
"양구군","계","50~54세",132
"양구군","계","55~59세",247
"양구군","계","60~64세",345
"인제군","계","50~54세",198
"인제군","계","55~59세",404
"인제군","계","60~64세",464
"고성군","계","50~54세",151
"고성군","계","55~59세",319
"고성군","계","60~64세",474
"양양군","계","50~54세",174
"양양군","계","55~59세",355
"양양군","계","60~64세",441
"충청북도","계","50~54세",8411
"충청북도","계","55~59세",16282
"충청북도","계","60~64세",20493
"읍부","계","50~54세",1672
"읍부","계","55~59세",3073
"읍부","계","60~64세",3710
"면부","계","50~54세",2116
"면부","계","55~59세",4714
"면부","계","60~64세",6629
"동부","계","50~54세",4623
"동부","계","55~59세",8495
"동부","계","60~64세",10154
"충주시","계","50~54세",1431
"충주시","계","55~59세",2621
"충주시","계","60~64세",3081
"제천시","계","50~54세",941
"제천시","계","55~59세",1819
"제천시","계","60~64세",2480
"청주시","계","50~54세",3465
"청주시","계","55~59세",6647
"청주시","계","60~64세",8189
"상당구","계","50~54세",782
"상당구","계","55~59세",1471
"상당구","계","60~64세",1929
"서원구","계","50~54세",861
"서원구","계","55~59세",1704
"서원구","계","60~64세",2167
"흥덕구","계","50~54세",1118
"흥덕구","계","55~59세",2030
"흥덕구","계","60~64세",2346
"청원구","계","50~54세",704
"청원구","계","55~59세",1442
"청원구","계","60~64세",1747
"보은군","계","50~54세",207
"보은군","계","55~59세",477
"보은군","계","60~64세",681
"옥천군","계","50~54세",331
"옥천군","계","55~59세",707
"옥천군","계","60~64세",999
"영동군","계","50~54세",304
"영동군","계","55~59세",649
"영동군","계","60~64세",916
"진천군","계","50~54세",503
"진천군","계","55~59세",873
"진천군","계","60~64세",880
"괴산군","계","50~54세",253
"괴산군","계","55~59세",562
"괴산군","계","60~64세",865
"음성군","계","50~54세",584
"음성군","계","55~59세",1111
"음성군","계","60~64세",1280
"단양군","계","50~54세",220
"단양군","계","55~59세",492
"단양군","계","60~64세",683
"증평군","계","50~54세",172
"증평군","계","55~59세",324
"증평군","계","60~64세",439
"충청남도","계","50~54세",11158
"충청남도","계","55~59세",20397
"충청남도","계","60~64세",24649
"읍부","계","50~54세",2935
"읍부","계","55~59세",5046
"읍부","계","60~64세",6141
"면부","계","50~54세",3384
"면부","계","55~59세",7627
"면부","계","60~64세",10496
"동부","계","50~54세",4839
"동부","계","55~59세",7724
"동부","계","60~64세",8012
"천안시","계","50~54세",2683
"천안시","계","55~59세",4678
"천안시","계","60~64세",4903
"동남구","계","50~54세",1116
"동남구","계","55~59세",2209
"동남구","계","60~64세",2420
"서북구","계","50~54세",1567
"서북구","계","55~59세",2469
"서북구","계","60~64세",2483
"공주시","계","50~54세",542
"공주시","계","55~59세",1263
"공주시","계","60~64세",1655
"보령시","계","50~54세",642
"보령시","계","55~59세",1312
"보령시","계","60~64세",1658
"아산시","계","50~54세",1505
"아산시","계","55~59세",2266
"아산시","계","60~64세",2547
"서산시","계","50~54세",1219
"서산시","계","55~59세",1848
"서산시","계","60~64세",2048
"논산시","계","50~54세",710
"논산시","계","55~59세",1396
"논산시","계","60~64세",1847
"계룡시","계","50~54세",352
"계룡시","계","55~59세",506
"계룡시","계","60~64세",493
"당진시","계","50~54세",948
"당진시","계","55~59세",1587
"당진시","계","60~64세",1793
"금산군","계","50~54세",309
"금산군","계","55~59세",638
"금산군","계","60~64세",945
"부여군","계","50~54세",364
"부여군","계","55~59세",892
"부여군","계","60~64세",1267
"서천군","계","50~54세",321
"서천군","계","55~59세",677
"서천군","계","60~64세",1014
"청양군","계","50~54세",180
"청양군","계","55~59세",379
"청양군","계","60~64세",586
"홍성군","계","50~54세",565
"홍성군","계","55~59세",1115
"홍성군","계","60~64세",1396
"예산군","계","50~54세",402
"예산군","계","55~59세",982
"예산군","계","60~64세",1389
"태안군","계","50~54세",416
"태안군","계","55~59세",858
"태안군","계","60~64세",1108
"전라북도","계","50~54세",9675
"전라북도","계","55~59세",17567
"전라북도","계","60~64세",22377
"읍부","계","50~54세",875
"읍부","계","55~59세",1553
"읍부","계","60~64세",1961
"면부","계","50~54세",1990
"면부","계","55~59세",4540
"면부","계","60~64세",6576
"동부","계","50~54세",6810
"동부","계","55~59세",11474
"동부","계","60~64세",13840
"전주시","계","50~54세",2959
"전주시","계","55~59세",5176
"전주시","계","60~64세",6544
"완산구","계","50~54세",1693
"완산구","계","55~59세",3047
"완산구","계","60~64세",3733
"덕진구","계","50~54세",1266
"덕진구","계","55~59세",2129
"덕진구","계","60~64세",2811
"군산시","계","50~54세",1567
"군산시","계","55~59세",2751
"군산시","계","60~64세",3376
"익산시","계","50~54세",1719
"익산시","계","55~59세",2949
"익산시","계","60~64세",3665
"정읍시","계","50~54세",694
"정읍시","계","55~59세",1241
"정읍시","계","60~64세",1489
"남원시","계","50~54세",489
"남원시","계","55~59세",939
"남원시","계","60~64세",1262
"김제시","계","50~54세",458
"김제시","계","55~59세",949
"김제시","계","60~64세",1243
"완주군","계","50~54세",529
"완주군","계","55~59세",951
"완주군","계","60~64세",1202
"진안군","계","50~54세",127
"진안군","계","55~59세",287
"진안군","계","60~64세",371
"무주군","계","50~54세",130
"무주군","계","55~59세",289
"무주군","계","60~64세",422
"장수군","계","50~54세",119
"장수군","계","55~59세",233
"장수군","계","60~64세",365
"임실군","계","50~54세",119
"임실군","계","55~59세",242
"임실군","계","60~64세",363
"순창군","계","50~54세",144
"순창군","계","55~59세",299
"순창군","계","60~64세",415
"고창군","계","50~54세",334
"고창군","계","55~59세",644
"고창군","계","60~64세",840
"부안군","계","50~54세",287
"부안군","계","55~59세",617
"부안군","계","60~64세",820
"전라남도","계","50~54세",12803
"전라남도","계","55~59세",20918
"전라남도","계","60~64세",23407
"읍부","계","50~54세",2829
"읍부","계","55~59세",4679
"읍부","계","60~64세",5025
"면부","계","50~54세",3561
"면부","계","55~59세",7303
"면부","계","60~64세",9093
"동부","계","50~54세",6413
"동부","계","55~59세",8936
"동부","계","60~64세",9289
"목포시","계","50~54세",1439
"목포시","계","55~59세",2421
"목포시","계","60~64세",2567
"여수시","계","50~54세",2192
"여수시","계","55~59세",3376
"여수시","계","60~64세",3803
"순천시","계","50~54세",1964
"순천시","계","55~59세",2980
"순천시","계","60~64세",3024
"나주시","계","50~54세",635
"나주시","계","55~59세",1040
"나주시","계","60~64세",1241
"광양시","계","50~54세",1780
"광양시","계","55~59세",1826
"광양시","계","60~64세",1666
"담양군","계","50~54세",294
"담양군","계","55~59세",588
"담양군","계","60~64세",643
"곡성군","계","50~54세",147
"곡성군","계","55~59세",325
"곡성군","계","60~64세",356
"구례군","계","50~54세",131
"구례군","계","55~59세",307
"구례군","계","60~64세",353
"고흥군","계","50~54세",369
"고흥군","계","55~59세",770
"고흥군","계","60~64세",1163
"보성군","계","50~54세",197
"보성군","계","55~59세",450
"보성군","계","60~64세",573
"화순군","계","50~54세",363
"화순군","계","55~59세",708
"화순군","계","60~64세",748
"장흥군","계","50~54세",232
"장흥군","계","55~59세",465
"장흥군","계","60~64세",568
"강진군","계","50~54세",208
"강진군","계","55~59세",463
"강진군","계","60~64세",525
"해남군","계","50~54세",463
"해남군","계","55~59세",896
"해남군","계","60~64세",959
"영암군","계","50~54세",357
"영암군","계","55~59세",638
"영암군","계","60~64세",654
"무안군","계","50~54세",478
"무안군","계","55~59세",785
"무안군","계","60~64세",898
"함평군","계","50~54세",168
"함평군","계","55~59세",328
"함평군","계","60~64세",452
"영광군","계","50~54세",327
"영광군","계","55~59세",564
"영광군","계","60~64세",698
"장성군","계","50~54세",308
"장성군","계","55~59세",506
"장성군","계","60~64세",600
"완도군","계","50~54세",319
"완도군","계","55~59세",634
"완도군","계","60~64세",813
"진도군","계","50~54세",208
"진도군","계","55~59세",401
"진도군","계","60~64세",501
"신안군","계","50~54세",224
"신안군","계","55~59세",447
"신안군","계","60~64세",602
"경상북도","계","50~54세",17894
"경상북도","계","55~59세",32187
"경상북도","계","60~64세",39423
"읍부","계","50~54세",3934
"읍부","계","55~59세",6686
"읍부","계","60~64세",7928
"면부","계","50~54세",4070
"면부","계","55~59세",9196
"면부","계","60~64세",13215
"동부","계","50~54세",9890
"동부","계","55~59세",16305
"동부","계","60~64세",18280
"포항시","계","50~54세",3892
"포항시","계","55~59세",6958
"포항시","계","60~64세",8342
"남구","계","50~54세",1829
"남구","계","55~59세",3248
"남구","계","60~64세",4006
"북구","계","50~54세",2063
"북구","계","55~59세",3710
"북구","계","60~64세",4336
"경주시","계","50~54세",1772
"경주시","계","55~59세",3038
"경주시","계","60~64세",3655
"김천시","계","50~54세",866
"김천시","계","55~59세",1674
"김천시","계","60~64세",2116
"안동시","계","50~54세",1039
"안동시","계","55~59세",1982
"안동시","계","60~64세",2508
"구미시","계","50~54세",2881
"구미시","계","55~59세",4134
"구미시","계","60~64세",3896
"영주시","계","50~54세",878
"영주시","계","55~59세",1572
"영주시","계","60~64세",2059
"영천시","계","50~54세",613
"영천시","계","55~59세",1147
"영천시","계","60~64세",1533
"상주시","계","50~54세",671
"상주시","계","55~59세",1470
"상주시","계","60~64세",1744
"문경시","계","50~54세",462
"문경시","계","55~59세",972
"문경시","계","60~64세",1386
"경산시","계","50~54세",1350
"경산시","계","55~59세",2463
"경산시","계","60~64세",3055
"군위군","계","50~54세",117
"군위군","계","55~59세",287
"군위군","계","60~64세",485
"의성군","계","50~54세",309
"의성군","계","55~59세",774
"의성군","계","60~64세",1199
"청송군","계","50~54세",198
"청송군","계","55~59세",381
"청송군","계","60~64세",570
"영양군","계","50~54세",108
"영양군","계","55~59세",249
"영양군","계","60~64세",374
"영덕군","계","50~54세",231
"영덕군","계","55~59세",463
"영덕군","계","60~64세",681
"청도군","계","50~54세",225
"청도군","계","55~59세",545
"청도군","계","60~64세",791
"고령군","계","50~54세",191
"고령군","계","55~59세",411
"고령군","계","60~64세",513
"성주군","계","50~54세",274
"성주군","계","55~59세",667
"성주군","계","60~64세",746
"칠곡군","계","50~54세",787
"칠곡군","계","55~59세",1126
"칠곡군","계","60~64세",1224
"예천군","계","50~54세",267
"예천군","계","55~59세",601
"예천군","계","60~64세",904
"봉화군","계","50~54세",266
"봉화군","계","55~59세",518
"봉화군","계","60~64세",667
"울진군","계","50~54세",423
"울진군","계","55~59세",659
"울진군","계","60~64세",838
"울릉군","계","50~54세",74
"울릉군","계","55~59세",96
"울릉군","계","60~64세",137
"경상남도","계","50~54세",19942
"경상남도","계","55~59세",34980
"경상남도","계","60~64세",41909
"읍부","계","50~54세",2957
"읍부","계","55~59세",5011
"읍부","계","60~64세",5765
"면부","계","50~54세",4056
"면부","계","55~59세",8776
"면부","계","60~64세",11907
"동부","계","50~54세",12929
"동부","계","55~59세",21193
"동부","계","60~64세",24237
"진주시","계","50~54세",1933
"진주시","계","55~59세",3423
"진주시","계","60~64세",4302
"통영시","계","50~54세",942
"통영시","계","55~59세",1734
"통영시","계","60~64세",2017
"사천시","계","50~54세",757
"사천시","계","55~59세",1293
"사천시","계","60~64세",1549
"김해시","계","50~54세",3266
"김해시","계","55~59세",4757
"김해시","계","60~64세",5038
"밀양시","계","50~54세",640
"밀양시","계","55~59세",1428
"밀양시","계","60~64세",1938
"거제시","계","50~54세",1835
"거제시","계","55~59세",2697
"거제시","계","60~64세",2819
"양산시","계","50~54세",1882
"양산시","계","55~59세",3155
"양산시","계","60~64세",3745
"창원시","계","50~54세",5866
"창원시","계","55~59세",10396
"창원시","계","60~64세",12416
"의창구","계","50~54세",1424
"의창구","계","55~59세",2591
"의창구","계","60~64세",2901
"성산구","계","50~54세",1621
"성산구","계","55~59세",2628
"성산구","계","60~64세",2214
"마산합포구","계","50~54세",839
"마산합포구","계","55~59세",1698
"마산합포구","계","60~64세",2469
"마산회원구","계","50~54세",1022
"마산회원구","계","55~59세",1828
"마산회원구","계","60~64세",2580
"진해구","계","50~54세",960
"진해구","계","55~59세",1651
"진해구","계","60~64세",2252
"의령군","계","50~54세",157
"의령군","계","55~59세",335
"의령군","계","60~64세",440
"함안군","계","50~54세",399
"함안군","계","55~59세",725
"함안군","계","60~64세",997
"창녕군","계","50~54세",322
"창녕군","계","55~59세",829
"창녕군","계","60~64세",1100
"고성군","계","50~54세",297
"고성군","계","55~59세",641
"고성군","계","60~64세",833
"남해군","계","50~54세",276
"남해군","계","55~59세",632
"남해군","계","60~64세",857
"하동군","계","50~54세",292
"하동군","계","55~59세",568
"하동군","계","60~64세",777
"산청군","계","50~54세",224
"산청군","계","55~59세",447
"산청군","계","60~64세",528
"함양군","계","50~54세",234
"함양군","계","55~59세",476
"함양군","계","60~64세",698
"거창군","계","50~54세",396
"거창군","계","55~59세",858
"거창군","계","60~64세",1007
"합천군","계","50~54세",224
"합천군","계","55~59세",586
"합천군","계","60~64세",848
"제주특별자치도","계","50~54세",3171
"제주특별자치도","계","55~59세",4790
