X,Y,SIG_CD,SIG_ENG_NM,SIG_KOR_NM
126.652744489844,36.9032577806535,44270,Dangjin-si,당진시
127.478311888732,36.1190008062681,44710,Geumsan-gun,금산군
126.856967641629,36.2463838972332,44760,Buyeo-gun,부여군
126.70798053912,36.1051721198503,44770,Seocheon-gun,서천군
126.853113111348,36.4305829588299,44790,Cheongyang-gun,청양군
126.625853647553,36.5700943071876,44800,Hongseong-gun,홍성군
126.784310944751,36.6706286680345,44810,Yesan-gun,예산군
126.280957110456,36.7036613001897,44825,Taean-gun,태안군
127.11950364974,35.7920942821171,45111,"Wansan-gu, Jeonju-si",전주시완산구
127.11291565936,35.8587011787187,45113,"Deokjin-gu, Jeonju-si",전주시덕진구
126.726015246248,35.9504389430271,45130,Gunsan-si,군산시
126.989510169826,36.0231055540053,45140,Iksan-si,익산시
126.905857544493,35.6026246603663,45180,Jeongeup-si,정읍시
127.441889737369,35.4225447969488,45190,Namwon-si,남원시
126.894885695778,35.8067164440207,45210,Gimje-si,김제시
127.215114637508,35.9186144442324,45710,Wanju-gun,완주군
127.430035441264,35.8288074542257,45720,Jinan-gun,진안군
127.712953110665,35.9393673572445,45730,Muju-gun,무주군
127.544264073338,35.6574609766534,45740,Jangsu-gun,장수군
127.23664715076,35.5982020390174,45750,Imsil-gun,임실군
127.090086973909,35.4336343018906,45770,Sunchang-gun,순창군
126.616046183821,35.4481675712684,45790,Gochang-gun,고창군
126.644377397867,35.6779229042021,45800,Buan-gun,부안군
126.391835279884,34.8037641607396,46110,Mokpo-si,목포시
127.653203051431,34.6961717520027,46130,Yeosu-si,여수시
127.389162729226,34.9947450551448,46150,Suncheon-si,순천시
126.720410320441,34.9885893950255,46170,Naju-si,나주시
127.655073489383,35.0219784973327,46230,Gwangyang-si,광양시
126.99529085588,35.2914951032091,46710,Damyang-gun,담양군
127.263582521482,35.2166135526504,46720,Gokseong-gun,곡성군
127.503119252262,35.2367662155319,46730,Gurye-gun,구례군
127.314620496809,34.5984849544264,46770,Goheung-gun,고흥군
127.16212135653,34.8143748975443,46780,Boseong-gun,보성군
127.033433535967,35.0081857265855,46790,Hwasun-gun,화순군
126.921532343033,34.6765370111094,46800,Jangheung-gun,장흥군
126.772151679591,34.6204649536476,46810,Gangjin-gun,강진군
126.521789767203,34.5458246970807,46820,Haenam-gun,해남군
126.630694486252,34.7995667154897,46830,Yeongam-gun,영암군
126.425907894808,34.9532044937196,46840,Muan-gun,무안군
126.535604073216,35.1126705354598,46860,Hampyeong-gun,함평군
126.453129290159,35.278486028897,46870,Yeonggwang-gun,영광군
126.768494899135,35.3295643654947,46880,Jangseong-gun,장성군
126.776806856665,34.2955793288265,46890,Wando-gun,완도군
126.21505784479,34.4393963810115,46900,Jindo-gun,진도군
126.048907027424,34.812406542719,46910,Sinan-gun,신안군
129.437654478101,35.958135261111,47111,"Nam-gu, Pohang-si",포항시 남구
129.234008970271,36.1650732656721,47113,"Buk-gu, Pohang-si",포항시 북구
129.235929627697,35.8266428015017,47130,Gyeongju-si,경주시
128.077707549125,36.0604238588725,47150,Gimcheon-si,김천시
128.780042683869,36.5802422056025,47170,Andong-si,안동시
128.355555479514,36.2073096409233,47190,Gumi-si,구미시
128.597682616574,36.8704754011711,47210,Yeongju-si,영주시
128.942624015507,36.0157784386946,47230,Yeongcheon-si,영천시
128.067007021683,36.4295023415802,47250,Sangju-si,상주시
128.148608174775,36.6907915134858,47280,Mungyeong-si,문경시
128.809055150426,35.8340600684167,47290,Gyeongsan-si,경산시
128.648224601657,36.170112083695,47720,Gunwi-gun,군위군
128.615067309516,36.36204451291,47730,Uiseong-gun,의성군
129.057385179311,36.3569764278871,47750,Cheongsong-gun,청송군
129.145030452248,36.6963888302894,47760,Yeongyang-gun,영양군
129.317376210798,36.4823876945435,47770,Yeongdeok-gun,영덕군
128.78652700767,35.6729747808826,47820,Cheongdo-gun,청도군
128.306733709698,35.7371971161653,47830,Goryeong-gun,고령군
128.233393081637,35.9072234215967,47840,Seongju-gun,성주군
128.462583826152,36.0155113111248,47850,Chilgok-gun,칠곡군
128.422384046261,36.6538452724588,47900,Yecheon-gun,예천군
128.912900400873,36.9341401575561,47920,Bonghwa-gun,봉화군
129.312318559135,36.9039131325185,47930,Uljin-gun,울진군
130.864242977586,37.5019419176678,47940,Ulleung-gun,울릉군
128.649588365972,35.3089489577304,48121,"Uichang-gu, Changwon-si",창원시 의창구
128.672104408609,35.1961856776519,48123,"Seongsan-gu, Changwon-si",창원시 성산구
128.485255846076,35.1354580596558,48125,"Masanhappo-gu, Changwon-si",창원시 마산합포구
128.536433164209,35.2322265876372,48127,"Masanhoewon-gu, Changwon-si",창원시 마산회원구
128.736300826452,35.1299494537177,48129,"Jinhae-gu, Changwon-si",창원시 진해구
128.129801130827,35.2051576458627,48170,Jinju-si,진주시
128.374077500619,34.8293284346376,48220,Tongyeong-si,통영시
128.037696348307,35.0497034130916,48240,Sacheon-si,사천시
128.845215755418,35.2721564205764,48250,Gimhae-si,김해시
128.789601450873,35.4984996962958,48270,Miryang-si,밀양시
128.623139519099,34.8704352018273,48310,Geoje-si,거제시
129.041041441693,35.4018882102367,48330,Yangsan-si,양산시
128.277057796642,35.3924310161302,48720,Uiryeong-gun,의령군
128.430876889515,35.2910028072644,48730,Haman-gun,함안군
128.493051925751,35.5082277302921,48740,Changnyeong-gun,창녕군
128.29066319138,35.0163044726877,48820,Goseong-gun,고성군
127.94114052543,34.8182909796504,48840,Namhae-gun,남해군
127.779049,35.138304625475,48850,Hadong-gun,하동군
127.884337919613,35.3685973605501,48860,Sancheong-gun,산청군
127.722041057077,35.5516017059705,48870,Hamyang-gun,함양군
127.904169551311,35.7325521928431,48880,Geochang-gun,거창군
128.141543703888,35.576577454881,48890,Hapcheon-gun,합천군
126.52924761233,33.4422018791824,50110,Jeju-si,제주시
126.581085738057,33.3250402675935,50130,Seogwipo-si,서귀포시
